DamageBetween20001and3000,DamageGreaterThan3000,MajorDamage_rent,Estimate!!HOUSING OCCUPANCY!!Total housing units,Percent!!HOUSING OCCUPANCY!!Total housing units,Estimate!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units,Percent!!HOUSING OCCUPANCY!!Total housing units!!Occupied housing units,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2020 or later,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2010 to 2019,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 2000 to 2009,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1990 to 1999,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1980 to 1989,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1970 to 1979,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1960 to 1969,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1950 to 1959,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1940 to 1949,Estimate!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier,Percent!!YEAR STRUCTURE BUILT!!Total housing units!!Built 1939 or earlier,Max Wind,Max Pressure,dist_from_landfall
1.0,2.0,0.0,15055.0,15055.0,13258.0,88.1,0,0.0,0,0.0,3179,20.8,3702,24.6,2838,18.9,2389,15.9,1132,7.7,600,4.0,455,3.1,690,4.5,95,950,89.39733386708963
61.0,28.0,0.0,29316.0,29316.0,26097.0,89.0,0,0.0,0,0.0,2900,9.9,4312,14.7,4549,15.5,5061,17.3,4132,14.1,3871,13.2,2077,7.1,2174,7.4,95,950,180.34590678959637
156.0,40.0,0.0,186401.0,186401.0,162293.0,87.1,0,0.0,0,0.0,9037,4.9,12831,6.9,28123,15.1,49372,26.4,42739,23.0,26095,14.0,10943,5.9,6616,3.6,95,950,277.2487117308284
12.0,16.0,0.0,37732.0,37732.0,33984.0,90.1,0,0.0,0,0.0,4169,11.0,4637,12.3,5438,14.4,7843,20.7,5807,15.5,4432,11.8,2550,6.8,2575,6.8,95,950,246.4558332040668
15.0,4.0,0.0,47568.0,47568.0,42805.0,90.0,0,0.0,0,0.0,11533,24.2,11729,24.7,8556,18.0,7778,16.3,3666,7.8,2065,4.4,908,1.9,1196,2.5,95,950,245.379030966126
1.0,2.0,0.0,160348.0,160348.0,116216.0,72.5,0,0.0,0,0.0,9022,5.6,5794,3.6,11888,7.4,20160,12.5,20533,12.8,20010,12.4,18941,11.8,48377,30.1,95,950,283.43999569773354
5.0,1.0,0.0,9236.0,9236.0,7690.0,83.3,0,0.0,0,0.0,3146,34.0,1790,19.4,1061,11.5,1103,12.0,1277,13.8,509,5.6,195,2.1,137,1.4,95,950,290.4381906567157
2.0,2.0,0.0,21618.0,21618.0,18860.0,87.2,0,0.0,0,0.0,2697,12.4,3519,16.3,4170,19.3,4314,20.0,2328,10.8,1766,8.2,1126,5.2,1527,7.0,95,950,183.58609410427178
34.0,21.0,0.0,22758.0,22758.0,19980.0,87.8,0,0.0,0,0.0,1649,7.2,2924,12.8,2862,12.6,4405,19.3,3865,17.0,3402,14.9,1861,8.2,1613,7.1,95,950,204.6964528441986
8.0,3.0,0.0,93236.0,93236.0,84223.0,90.3,0,0.0,0,0.0,20780,22.2,21203,22.8,20531,22.1,15639,16.8,7776,8.4,3367,3.7,1589,1.7,2117,2.3,95,950,294.17348186181306
34.0,11.0,0.0,48480.0,48480.0,42404.0,87.5,0,0.0,0,0.0,8534,17.5,9102,18.8,9678,19.9,8905,18.4,4931,10.2,2916,6.0,1854,3.8,2301,4.8,95,950,269.40350339276785
280.0,143.0,0.0,43353.0,43353.0,37938.0,87.5,0,0.0,0,0.0,5716,13.1,6083,14.1,6554,15.2,8844,20.4,6448,14.9,4608,10.6,2712,6.3,2156,5.0,95,950,240.4401056100634
2.0,0.0,0.0,24972.0,24972.0,21903.0,87.7,0,0.0,0,0.0,2670,10.7,2779,11.1,3378,13.5,4761,19.0,3455,13.8,3217,12.9,2123,8.5,2330,9.3,95,950,156.48044785831843
0.0,0.0,0.0,9623.0,9623.0,8356.0,86.8,0,0.0,0,0.0,1035,10.8,1101,11.5,1424,14.8,1977,20.5,1194,12.4,1336,13.9,814,8.5,669,7.0,95,950,148.85359219665017
0.0,1.0,0.0,14889.0,14889.0,12740.0,85.6,0,0.0,0,0.0,1815,12.2,2952,19.8,2590,17.4,3025,20.3,1560,10.5,1207,8.1,789,5.3,855,5.7,95,950,129.74646164720087
207.0,140.0,0.0,80607.0,80607.0,71339.0,88.5,0,0.0,0,0.0,12010,14.8,12450,15.5,11031,13.7,13353,16.5,9918,12.3,11085,13.7,5678,7.1,4584,5.7,95,950,107.57189842954311
215.0,515.0,0.0,3808.0,3808.0,2653.0,69.7,0,0.0,0,0.0,1350,35.3,753,19.9,578,15.2,341,8.9,234,6.2,252,6.6,75,2.0,198,5.2,95,950,100.39111476854306
0.0,1.0,0.0,13192.0,13192.0,11742.0,89.0,0,0.0,0,0.0,1440,10.8,1598,12.1,1524,11.6,2129,16.1,1775,13.5,1813,13.7,1313,10.0,1440,10.9,95,950,134.10462446414377
140.0,58.0,0.0,24589.0,24589.0,21707.0,88.3,0,0.0,0,0.0,3596,14.6,3730,15.2,3437,14.0,3571,14.5,3138,12.7,2651,10.8,1885,7.7,2320,9.4,95,950,160.10623164594708
0.0,0.0,0.0,14040.0,14040.0,9411.0,67.0,0,0.0,0,0.0,1495,10.6,2193,15.6,2592,18.4,3453,24.6,1894,13.6,1064,7.6,658,4.7,620,4.4,95,950,170.93683541305597
0.0,0.0,0.0,21379.0,21379.0,17965.0,84.0,0,0.0,0,0.0,2031,9.5,3370,15.8,5707,26.6,4694,21.9,2406,11.3,1735,8.1,770,3.6,601,2.8,95,950,151.1164563840549
2.0,6.0,0.0,10511.0,10511.0,8217.0,78.2,0,0.0,0,0.0,840,7.9,2664,25.1,2555,24.3,1724,16.5,845,8.2,532,5.1,537,5.1,738,7.0,95,950,110.98030803543953
20.0,39.0,0.0,21697.0,21697.0,19358.0,89.2,0,0.0,0,0.0,3168,14.3,4330,19.9,3825,17.6,4151,19.1,2618,12.2,1802,8.4,868,4.1,851,4.0,95,950,73.79710975248662
0.0,3.0,0.0,7060.0,7060.0,5071.0,71.8,0,0.0,0,0.0,600,8.4,901,12.7,1235,17.5,1394,19.7,1251,17.8,777,11.1,371,5.3,481,6.7,95,950,111.005727959108
2.0,0.0,0.0,7833.0,7833.0,4350.0,55.5,0,0.0,0,0.0,428,5.3,1485,18.7,2015,25.6,2102,26.8,866,11.3,440,5.7,256,3.3,217,2.7,95,950,149.3689944868527
9.0,13.0,0.0,10396.0,10396.0,7967.0,76.6,0,0.0,0,0.0,677,6.4,1727,16.4,2025,19.5,2133,20.5,1447,14.0,1116,10.8,711,6.9,511,5.0,95,950,101.07881747015352
0.0,1.0,0.0,83505.0,83505.0,75063.0,89.9,0,0.0,0,0.0,12201,14.4,13239,15.8,15940,19.0,15913,19.0,9047,11.0,8433,10.1,4939,6.0,3474,4.2,95,950,211.50757971944088
2.0,5.0,0.0,34592.0,34592.0,30545.0,88.3,0,0.0,0,0.0,3598,10.2,5594,16.1,5998,17.3,7245,20.9,4807,14.0,3575,10.3,2159,6.3,1475,4.3,95,950,138.70261698454752
1.0,6.0,0.0,20251.0,20251.0,16499.0,81.5,0,0.0,0,0.0,2304,11.2,3538,17.4,3189,15.8,2962,14.6,2389,11.8,2338,11.6,1485,7.4,1862,9.1,95,950,182.64289629440316
0.0,0.0,0.0,48195.0,48195.0,44070.0,91.4,0,0.0,0,0.0,3909,7.9,5177,10.7,8929,18.4,11950,24.7,7544,15.8,6390,13.3,2542,5.5,1600,3.3,95,950,220.5067889776638
0.0,6.0,0.0,27068.0,27068.0,22585.0,83.4,0,0.0,0,0.0,3017,10.9,3757,13.8,4066,15.0,5208,19.2,3790,14.1,3066,11.4,1740,6.5,2201,8.1,95,950,223.40138767066495
0.0,3.0,0.0,11224.0,11224.0,7731.0,68.9,0,0.0,0,0.0,712,6.2,1418,12.5,2216,19.6,2340,20.8,1429,12.9,1085,9.7,913,8.2,1009,9.0,95,950,145.0432059579342
0.0,0.0,0.0,4976.0,4976.0,3528.0,70.9,0,0.0,0,0.0,374,7.4,856,17.0,990,19.9,1209,24.2,800,16.3,344,7.1,198,4.1,185,3.7,95,950,134.78925729962626
1.0,2.0,0.0,20671.0,20671.0,17778.0,86.0,0,0.0,0,0.0,1712,8.2,2641,12.8,3380,16.3,3702,17.9,2773,13.5,2623,12.7,1776,8.7,1883,9.1,95,950,199.47593930028137
0.0,1.0,0.0,5279.0,5279.0,3625.0,68.7,0,0.0,0,0.0,198,3.6,625,11.7,1200,22.6,1345,25.5,572,11.1,495,9.4,301,5.8,491,9.2,95,950,151.0647620254194
0.0,0.0,0.0,14859.0,14859.0,12626.0,85.0,0,0.0,0,0.0,1744,11.6,2543,17.0,2551,17.1,2789,18.7,1370,9.4,992,6.7,889,6.0,1795,11.9,95,950,118.74796517662924
1.0,5.0,0.0,106357.0,106357.0,94417.0,88.8,0,0.0,0,0.0,15323,13.3,21825,20.8,18184,17.2,19375,18.1,14268,13.8,9052,8.6,5178,5.1,2338,2.2,100,937,104.23777309837709
5.0,40.0,0.0,11963.0,11963.0,10288.0,86.0,0,0.0,0,0.0,2157,16.8,2946,25.0,1997,17.0,1731,14.5,1247,10.7,868,7.3,528,4.6,341,2.8,100,937,64.65599204131345
0.0,1.0,0.0,165875.0,165875.0,155629.0,93.8,0,0.0,0,0.0,35992,20.2,46729,28.7,34938,21.2,27715,16.9,12465,8.0,3863,2.4,2016,1.3,1487,0.9,100,937,119.31324353718733
8.0,11.0,0.0,120866.0,120866.0,98999.0,81.9,0,0.0,0,0.0,14536,11.2,19226,16.2,18249,14.9,20914,17.2,17123,14.5,12047,10.1,8205,6.9,7358,6.1,100,937,81.61827850588962
4.0,16.0,0.0,1445275.0,1445275.0,1274422.0,88.2,0,0.0,0,0.0,160949,10.4,216018,15.2,225023,15.3,310454,21.2,240198,17.2,145008,10.1,82673,6.0,47530,3.3,100,937,104.02390259870484
17.0,166.0,0.0,15545.0,15545.0,12502.0,80.4,0,0.0,0,0.0,976,5.8,2362,14.9,2973,19.1,2840,18.4,2363,15.3,1895,12.3,1101,7.4,724,4.6,100,937,73.19124118653075
111.0,265.0,0.0,95482.0,95482.0,84205.0,88.2,0,0.0,0,0.0,5492,5.3,8715,9.2,10385,10.7,15584,16.0,15675,16.6,16357,17.0,12217,13.2,7984,8.4,100,937,30.780246829020587
17.0,63.0,0.0,26418.0,26418.0,22320.0,84.5,0,0.0,0,0.0,2437,8.6,5239,19.5,5299,20.2,4980,18.8,3536,13.8,2042,7.8,1296,5.0,1108,4.2,100,937,80.0416822708426
6.0,8.0,0.0,155441.0,155441.0,139776.0,89.9,0,0.0,0,0.0,32026,19.1,44544,29.1,31076,20.4,25715,16.6,14479,9.8,4359,2.9,1604,1.1,1199,0.8,100,937,111.78439301137266
5.0,10.0,0.0,25243.0,25243.0,21433.0,84.9,0,0.0,0,0.0,1687,6.2,3838,14.9,4962,19.5,5395,21.4,3975,16.2,2190,8.9,1249,5.0,1314,5.1,100,937,144.0860073414363
66.0,431.0,0.0,32423.0,32423.0,29043.0,89.6,0,0.0,0,0.0,2116,6.1,4219,12.8,4366,13.5,6038,18.2,5867,18.4,4725,14.6,3028,9.7,1539,4.8,100,937,30.607170571395258
9.0,24.0,0.0,20721.0,20721.0,15587.0,75.2,0,0.0,0,0.0,1230,5.5,3200,15.1,4522,21.6,5213,25.0,3344,16.9,1260,6.3,695,3.4,855,4.1,100,937,102.81718542309898
4.0,24.0,0.0,12032.0,12032.0,8529.0,70.9,0,0.0,0,0.0,858,6.7,2210,17.9,2935,24.3,3088,25.7,1632,14.4,527,4.5,352,3.0,301,2.5,100,937,103.9264909573218
1.0,3.0,0.0,11117.0,11117.0,9013.0,81.1,0,0.0,0,0.0,535,4.5,1234,10.9,1871,16.5,2022,18.3,1865,16.8,1358,12.5,1047,9.4,878,8.0,100,937,149.0625293112449
2.0,6.0,0.0,8042.0,8042.0,4759.0,59.2,0,0.0,0,0.0,284,3.3,1169,13.9,2024,24.8,1976,24.8,1144,14.8,616,7.8,344,4.5,319,3.9,100,937,128.53397505097675
1.0,9.0,0.0,21922.0,21922.0,18481.0,84.3,0,0.0,0,0.0,1798,7.6,4336,19.4,5554,25.2,5143,23.7,2759,13.2,1106,5.2,586,2.8,443,2.0,100,937,130.73783375737963
0.0,2.0,0.0,38675.0,38675.0,35118.0,90.8,0,0.0,0,0.0,6208,15.8,9492,24.6,7005,18.2,5961,15.4,4402,11.5,2486,6.5,1509,3.9,1138,2.9,100,937,170.1996076048434
0.0,0.0,,10138.0,10138.0,8343.0,82.3,0,0.0,0,0.0,610,5.9,1334,13.1,1584,15.6,1897,18.7,1565,15.5,1197,11.8,767,7.6,739,7.2,100,937,158.95715252435187
0.0,0.0,0.0,181950.0,181950.0,164112.0,90.2,0,0.0,0,0.0,13221,7.1,22638,12.5,27588,15.1,38320,21.0,34092,18.8,21949,12.1,13018,7.2,7946,4.4,100,937,164.3139901125065
82.0,95.0,0.0,28993.0,28993.0,25808.0,89.0,0,0.0,0,0.0,1812,6.2,3880,13.3,4454,15.4,4827,16.7,4450,15.4,3881,13.4,2696,9.4,2042,7.0,100,937,115.30124051534033
36.0,71.0,0.0,184349.0,184349.0,160529.0,87.1,0,0.0,0,0.0,5648,3.1,11751,6.4,22394,12.1,41781,22.5,45505,24.8,31507,17.2,15659,8.6,7527,4.1,100,937,213.73842355185252
6.0,15.0,0.0,37317.0,37317.0,33615.0,90.1,0,0.0,0,0.0,2606,6.9,4601,12.3,5088,13.6,6921,18.5,6582,17.7,4789,12.9,3159,8.5,2461,6.6,100,937,184.37580442032646
0.0,2.0,0.0,47044.0,47044.0,42336.0,90.0,0,0.0,0,0.0,7208,15.1,12040,25.6,9572,20.4,7839,16.6,5096,10.9,2451,5.3,1277,2.7,1025,2.2,100,937,179.40457026034915
0.0,0.0,0.0,158583.0,158583.0,114950.0,72.5,0,0.0,0,0.0,5638,3.5,7298,4.6,9356,5.9,17211,10.8,20479,12.9,19977,12.6,19075,12.0,37064,23.2,100,937,219.82160618674038
23.0,349.0,0.0,9134.0,9134.0,7606.0,83.3,0,0.0,0,0.0,1966,21.2,2403,26.5,1238,13.6,1052,11.5,1205,13.2,788,8.7,273,3.0,146,1.6,100,937,228.276254925331
0.0,0.0,,19390.0,19390.0,18189.0,93.8,0,0.0,0,0.0,1233,6.3,2876,14.8,4116,21.2,4306,22.2,3356,17.4,2059,10.7,844,4.4,400,2.1,100,937,200.30031467520217
1.0,5.0,0.0,21380.0,21380.0,18649.0,87.2,0,0.0,0,0.0,1686,7.8,3301,15.4,3912,18.3,4239,19.8,3029,14.3,1867,8.8,1333,6.3,1340,6.2,100,937,117.54642324552174
15.0,25.0,0.0,22507.0,22507.0,19761.0,87.8,0,0.0,0,0.0,1031,4.5,2498,11.0,2898,12.9,3788,16.8,4089,18.2,3501,15.5,2380,10.6,1621,7.2,100,937,141.9693097565362
1.0,5.0,0.0,92210.0,92210.0,83284.0,90.3,0,0.0,0,0.0,12987,13.9,21736,23.6,20468,22.2,17241,18.7,10323,11.3,4615,5.1,2079,2.3,1832,2.0,100,937,228.949642736548
134.0,78.0,0.0,42876.0,42876.0,37519.0,87.5,0,0.0,0,0.0,3572,8.2,6122,14.3,6305,14.7,7941,18.5,7344,17.2,5105,11.9,3304,7.8,2263,5.3,100,937,179.08712959664035
0.0,1.0,0.0,8964.0,8964.0,8264.0,92.2,0,0.0,0,0.0,843,9.3,1437,16.0,1550,17.3,1598,17.9,1179,13.2,1003,11.2,671,7.5,449,5.0,100,937,154.36838674072786
4.0,20.0,0.0,24697.0,24697.0,21661.0,87.7,0,0.0,0,0.0,1668,6.7,2827,11.4,3111,12.6,4230,17.1,3950,16.0,3201,13.0,2499,10.2,2183,8.8,100,937,90.26123221819762
1.0,14.0,0.0,9517.0,9517.0,8263.0,86.8,0,0.0,0,0.0,647,6.7,1112,11.7,1289,13.5,1768,18.5,1488,15.7,1231,12.9,1006,10.6,691,7.3,100,937,86.56374298987727
6.0,59.0,0.0,14725.0,14725.0,12602.0,85.6,0,0.0,0,0.0,1134,7.6,2587,17.5,2735,18.6,2812,19.1,2097,14.3,1253,8.5,927,6.3,805,5.4,100,937,74.79726510345365
144.0,574.0,0.0,79719.0,79719.0,70553.0,88.5,0,0.0,0,0.0,7506,9.3,12681,15.9,11383,14.3,12306,15.4,11157,14.0,10361,13.0,7656,9.7,4684,5.9,100,937,44.85054529050148
113.0,1499.0,0.0,3766.0,3766.0,2624.0,69.7,0,0.0,0,0.0,843,22.1,1020,27.3,602,16.0,419,11.2,260,6.9,239,6.3,140,3.8,143,3.8,100,937,34.30254018575674
7.0,37.0,0.0,13047.0,13047.0,11613.0,89.0,0,0.0,0,0.0,900,6.8,1584,12.1,1533,11.8,1883,14.4,1911,14.7,1762,13.5,1483,11.4,1356,10.4,100,937,68.2676109109885
1.0,13.0,0.0,89997.0,89997.0,82598.0,91.8,0,0.0,0,0.0,8375,9.2,14822,16.4,16404,18.2,18516,20.5,13921,15.6,8262,9.2,4553,5.1,3373,3.7,100,937,105.19307570365204
,,0.0,54419.0,54419.0,47412.0,87.1,0,0.0,0,0.0,3916,7.1,6890,12.7,7640,14.0,9816,18.0,9316,17.1,7183,13.2,4823,8.9,3383,6.2,100,937,132.11248415227556
1.0,3.0,0.0,35406.0,35406.0,29638.0,83.7,0,0.0,0,0.0,2573,7.2,4635,13.1,4872,13.8,6287,17.7,5878,16.7,4604,13.0,3252,9.2,2296,6.5,100,937,110.22589731541699
224.0,223.0,0.0,24319.0,24319.0,21470.0,88.3,0,0.0,0,0.0,2247,9.1,3799,15.6,3491,14.4,3476,14.3,3268,13.4,2775,11.4,2127,8.8,2103,8.6,100,937,94.62322764170413
0.0,14.0,0.0,13885.0,13885.0,9306.0,67.0,0,0.0,0,0.0,934,6.6,1979,14.2,2442,17.5,3114,22.4,2476,18.0,1283,9.3,769,5.6,612,4.4,100,937,129.63109284666373
2.0,20.0,0.0,21144.0,21144.0,17765.0,84.0,0,0.0,0,0.0,1269,5.9,2938,13.9,4843,22.8,5105,24.2,3153,15.0,1870,8.9,1096,5.2,616,2.9,100,937,99.79706340208276
,,0.0,12576.0,12576.0,10592.0,84.2,0,0.0,0,0.0,1225,9.1,2313,18.2,2279,18.2,1938,15.5,1267,10.4,1063,8.4,933,7.6,1056,8.3,100,937,239.07090587189023
31.0,176.0,0.0,20515.0,20515.0,18302.0,89.2,0,0.0,0,0.0,1980,8.9,3826,18.5,3809,18.7,3797,18.4,2978,14.9,1912,9.5,1099,5.6,782,3.8,100,937,53.10690210569734
19.0,85.0,0.0,6675.0,6675.0,4794.0,71.8,0,0.0,0,0.0,375,5.2,775,11.5,1068,15.8,1278,19.1,1232,18.6,882,13.5,465,7.2,407,6.0,100,937,67.98094430459099
1.0,11.0,0.0,7406.0,7406.0,4112.0,55.5,0,0.0,0,0.0,267,3.3,1079,13.9,1769,23.6,1974,26.6,1217,17.2,511,7.1,290,4.0,214,2.9,100,937,113.25650056314817
20.0,110.0,0.0,9829.0,9829.0,7532.0,76.6,0,0.0,0,0.0,423,4.0,1319,13.0,1852,18.8,1989,20.2,1591,16.5,1137,11.7,794,8.3,536,5.6,100,937,81.94239305022514
3.0,26.0,0.0,32706.0,32706.0,28880.0,88.3,0,0.0,0,0.0,2248,6.4,4771,14.4,5600,17.1,6457,19.6,5365,16.7,3686,11.4,2458,7.7,1565,4.9,100,937,126.59806567725617
0.0,12.0,0.0,4991.0,4991.0,3428.0,68.7,0,0.0,0,0.0,123,2.3,460,8.9,965,18.9,1243,24.9,792,16.6,467,9.4,347,7.1,396,7.7,100,937,122.93761190260848
1.0,7.0,0.0,14459.0,14459.0,12120.0,83.8,0,0.0,0,0.0,712,4.9,1929,13.3,2372,16.4,2686,18.6,2436,16.9,1761,12.2,1243,8.6,939,6.5,100,937,105.19768034132126
0.0,0.0,0.0,18469.0,18469.0,14771.0,80.0,0,0.0,0,0.0,1058,5.3,2791,14.7,3422,18.5,3042,16.6,2092,11.6,1918,10.3,1631,9.0,1704,9.1,100,937,185.3978816338227
,,0.0,5299.0,5299.0,4833.0,91.2,0,0.0,0,0.0,305,5.4,469,8.9,919,16.7,968,18.6,745,14.1,1112,20.5,653,13.3,102,2.0,100,937,554.5130205360531
,,0.0,10440.0,10440.0,7818.0,74.9,0,0.0,0,0.0,601,5.3,1921,17.8,2249,21.7,2132,20.4,1364,13.6,659,6.4,532,5.1,669,6.3,100,937,320.5725577794894
0.0,0.0,,4863.0,4863.0,3653.0,75.1,0,0.0,0,0.0,397,7.6,804,16.4,999,20.4,897,18.7,486,10.4,316,6.5,314,6.5,434,8.8,100,937,283.372231123937
,,0.0,911.0,911.0,630.0,69.1,0,0.0,0,0.0,27,2.8,29,3.3,46,4.8,88,9.5,111,12.1,176,18.9,194,21.6,171,18.9,100,937,549.449691253522
,,0.0,16872.0,16872.0,12589.0,74.6,0,0.0,0,0.0,715,3.9,1276,7.5,2479,14.2,3443,20.4,2528,15.4,1985,11.7,1552,9.5,1929,11.1,100,937,344.4612446262242
,,0.0,8145.0,8145.0,6266.0,76.9,0,0.0,0,0.0,721,8.2,1089,13.5,1581,18.9,1754,21.7,1126,14.2,578,7.3,381,4.7,601,7.2,100,937,184.29028221077684
0.0,0.0,0.0,18843.0,18843.0,15150.0,80.4,0,0.0,0,0.0,2070,10.2,3177,17.0,3275,17.3,3752,19.8,2874,15.7,1496,8.2,739,4.0,958,4.9,100,937,279.8876804697312
,,0.0,1300.0,1300.0,1020.0,78.4,0,0.0,0,0.0,9,0.7,62,4.5,133,10.0,165,12.6,191,14.6,330,24.7,265,21.2,112,8.9,100,937,599.0016249564118
,,0.0,1495.0,1495.0,1103.0,73.8,0,0.0,0,0.0,37,2.3,102,6.6,106,7.2,195,12.6,219,14.9,284,18.6,223,15.6,217,14.1,100,937,521.5171749206618
,,0.0,1505.0,1505.0,924.0,61.4,0,0.0,0,0.0,43,2.7,155,10.0,192,12.8,252,16.4,185,12.9,149,9.7,154,10.4,245,15.8,100,937,383.2316112006622
0.0,0.0,,15234.0,15234.0,13510.0,88.7,0,0.0,0,0.0,1396,8.5,2230,14.7,2213,14.5,2703,17.5,2116,14.3,1568,10.3,1124,7.6,1257,8.0,100,937,336.7363236170186
,,0.0,1457.0,1457.0,1324.0,90.9,0,0.0,0,0.0,26,1.7,71,4.8,155,10.4,245,16.6,282,19.4,343,23.3,217,15.8,86,6.0,100,937,528.8680709704213
0.0,0.0,,1763.0,1763.0,1169.0,66.3,0,0.0,0,0.0,29,1.6,128,7.0,253,14.1,317,17.9,286,16.4,282,16.0,166,10.0,191,10.4,100,937,454.93436186377664
0.0,0.0,,4902.0,4902.0,4108.0,83.8,0,0.0,0,0.0,58,1.1,180,3.6,205,4.2,648,12.5,963,19.7,1336,26.7,974,20.8,412,8.7,100,937,531.078716034478
,,0.0,4388.0,4388.0,3519.0,80.2,0,0.0,0,0.0,124,2.6,163,3.8,361,7.9,722,16.1,838,19.1,927,20.9,733,17.1,398,9.3,100,937,563.4892337525886
5.0,1.0,0.0,102269.0,102269.0,90798.0,88.8,0,0.0,0,0.0,9194,8.0,22324,22.1,17909,17.6,17932,17.4,16021,16.1,9046,8.9,6145,6.2,2480,2.5,80,979,87.8908074708488
0.0,3.0,0.0,116221.0,116221.0,95191.0,81.9,0,0.0,0,0.0,8722,6.7,20319,17.8,16674,14.2,19716,16.9,18096,15.8,12341,10.7,8769,7.7,6775,5.8,80,979,105.63781634949333
0.0,0.0,0.0,5887.0,5887.0,4492.0,76.3,0,0.0,0,0.0,115,1.7,573,9.3,937,16.1,865,14.6,857,14.8,743,12.4,716,12.5,562,9.3,80,979,51.33256292027654
3.0,1.0,0.0,16817.0,16817.0,12310.0,73.2,0,0.0,0,0.0,419,2.2,1205,7.1,2214,12.6,3619,21.6,3158,19.0,2478,14.8,1711,10.5,1073,6.2,80,979,44.289039146637236
0.0,0.0,0.0,13376.0,13376.0,8976.0,67.1,0,0.0,0,0.0,805,5.4,2246,16.7,2440,18.2,2856,21.1,2549,19.7,1149,8.6,843,6.6,315,2.4,80,979,56.38233236433933
5.0,0.0,0.0,9595.0,9595.0,7579.0,79.0,0,0.0,0,0.0,224,2.1,704,7.2,1160,11.8,1666,17.3,1629,17.1,1539,15.9,1321,14.2,747,7.7,80,979,93.67196891475736
4.0,1.0,0.0,10057.0,10057.0,7119.0,70.8,0,0.0,0,0.0,285,2.5,886,8.7,1509,14.6,1882,19.1,1545,15.1,1960,19.5,1403,14.6,378,3.8,80,979,32.68723867504308
0.0,0.0,0.0,8164.0,8164.0,6572.0,80.5,0,0.0,0,0.0,200,2.2,715,8.5,965,11.9,1127,13.5,1247,15.7,894,10.8,971,12.1,1036,12.2,80,979,87.10309289220615
0.0,0.0,0.0,3280.0,3280.0,2608.0,79.5,0,0.0,0,0.0,117,3.2,379,11.3,493,15.0,526,15.9,475,14.8,303,9.2,316,9.6,382,11.5,80,979,76.14675324266634
0.0,0.0,0.0,4940.0,4940.0,4159.0,84.2,0,0.0,0,0.0,145,2.6,446,8.9,567,11.4,696,13.9,784,16.0,663,13.4,602,12.3,575,11.4,80,979,108.56764051115651
0.0,0.0,0.0,3328.0,3328.0,2487.0,74.7,0,0.0,0,0.0,75,2.0,234,6.9,341,10.1,444,13.3,471,14.2,543,16.1,585,17.8,416,12.6,80,979,63.85571990324744
0.0,0.0,0.0,23658.0,23658.0,20178.0,85.3,0,0.0,0,0.0,1141,4.3,3133,13.2,3258,13.8,3581,15.0,3925,16.7,3482,14.8,2664,11.6,1524,6.4,80,979,76.76381066136962
4.0,0.0,0.0,31414.0,31414.0,28495.0,90.7,0,0.0,0,0.0,1423,4.0,3878,12.3,4674,14.7,5915,18.8,5186,16.8,3906,12.3,3511,11.5,1876,6.0,80,979,60.194413865659406
0.0,0.0,0.0,15383.0,15383.0,12967.0,84.3,0,0.0,0,0.0,806,4.7,2585,16.5,3233,21.1,2876,18.9,2078,13.8,1346,8.8,1054,7.0,786,5.0,80,979,153.21627853671725
0.0,0.0,0.0,5223.0,5223.0,4240.0,81.2,0,0.0,0,0.0,90,1.5,373,6.9,636,12.1,869,16.3,972,19.0,710,13.6,708,13.7,567,11.0,80,979,180.67689843010828
1.0,0.0,0.0,5466.0,5466.0,3443.0,63.0,0,0.0,0,0.0,117,1.9,519,9.1,1004,18.1,1253,22.9,1050,19.6,571,10.7,359,6.6,359,6.5,80,979,116.30548414800093
0.0,0.0,0.0,467.0,467.0,274.0,58.6,0,0.0,0,0.0,15,3.0,51,10.8,76,16.1,80,17.5,54,11.7,48,10.3,48,10.4,48,10.1,80,979,141.81490102102586
