,disasterNumber,declarationTitle,state,Date,fipsStateCode,fipsCountyCode,placeCode,year,county,validReg_own,DamageBetween1and1000,DamageBetween10001and2000,DamageBetween20001and3000,DamageGreaterThan3000,validReg_rent,ModerateDamage_rent,MajorDamage_rent,SubstDamage_rent
1250,1605,HURRICANE KATRINA,AL,2005-08-29 00:00:00+00:00,1,119,99119,2005,Sumter (County),1423,942,1,1,4,522,0,0,0
1251,1605,HURRICANE KATRINA,AL,2005-08-29 00:00:00+00:00,1,125,99125,2005,Tuscaloosa (County),541,320,0,2,3,207,0,0,0
1252,1605,HURRICANE KATRINA,AL,2005-08-29 00:00:00+00:00,1,129,99129,2005,Washington (County),2754,2036,16,5,21,389,0,0,0
1253,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,15,99015,2005,Carroll (County),1,0,0,0,0,,,,
1254,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,55,99055,2005,Issaquena (County),1,0,0,0,0,,,,
1255,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,57,99057,2005,Itawamba (County),,,,,,1,0,0,0
1256,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,71,99071,2005,Lafayette (County),2,0,0,0,0,2,0,0,0
1257,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,97,99097,2005,Montgomery (County),1,0,0,0,0,,,,
1258,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,1,99001,2005,Adams (County),2647,1190,3,1,3,1423,0,0,0
1259,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,5,99005,2005,Amite (County),2450,1441,1,0,4,558,0,0,0
1260,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,7,99007,2005,Attala (County),895,419,1,0,4,282,0,0,0
1261,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,19,99019,2005,Choctaw (County),243,132,1,0,0,63,0,0,0
1262,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,21,99021,2005,Claiborne (County),1502,737,1,1,5,719,0,0,0
1263,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,23,99023,2005,Clarke (County),3895,2152,27,3,25,921,0,0,0
1264,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,29,99029,2005,Copiah (County),4396,2343,9,2,7,1277,0,0,0
1265,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,31,99031,2005,Covington (County),5378,3240,23,8,39,1459,0,0,0
1266,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,35,99035,2005,Forrest (County),16960,9602,161,22,94,13144,0,0,0
1267,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,37,99037,2005,Franklin (County),1136,549,3,0,2,302,0,0,0
1268,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,39,99039,2005,George (County),6100,3914,80,17,76,1366,0,0,0
1269,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,41,99041,2005,Greene (County),2722,1771,36,9,31,478,0,0,0
1270,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,45,99045,2005,Hancock (County),16809,3504,2572,1367,4250,9640,0,0,0
1271,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,47,99047,2005,Harrison (County),51864,20238,4346,1858,5033,53276,0,0,0
1272,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,49,99049,2005,Hinds (County),22371,7740,32,5,8,19348,0,0,0
1273,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,51,99051,2005,Holmes (County),1322,783,6,0,3,563,0,0,0
1274,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,53,99053,2005,Humphreys (County),351,174,0,1,1,228,0,0,0
1275,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,59,99059,2005,Jackson (County),35336,12529,4384,3401,2706,21512,0,0,0
1276,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,61,99061,2005,Jasper (County),4799,2755,38,8,33,989,0,0,0
1277,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,63,99063,2005,Jefferson (County),1232,700,8,2,7,583,0,0,0
1278,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,65,99065,2005,Jefferson Davis (County),3271,2030,15,3,13,1013,0,0,0
1279,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,67,99067,2005,Jones (County),16257,9156,127,18,150,5376,0,0,0
1280,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,69,99069,2005,Kemper (County),1251,647,2,3,3,329,0,0,0
1281,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,73,99073,2005,Lamar (County),9755,5750,113,16,70,3189,0,0,0
1282,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,75,99075,2005,Lauderdale (County),9442,4862,32,2,35,4463,0,0,0
1283,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,77,99077,2005,Lawrence (County),4245,2295,17,5,15,994,0,0,0
1284,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,79,99079,2005,Leake (County),1635,699,1,0,3,562,0,0,0
1285,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,85,99085,2005,Lincoln (County),5574,2590,15,2,15,1730,0,0,0
1286,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,87,99087,2005,Lowndes (County),1605,764,0,0,0,1167,0,0,0
1287,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,89,99089,2005,Madison (County),3959,1485,2,0,2,2417,0,0,0
1288,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,91,99091,2005,Marion (County),7169,4422,56,9,46,2663,0,0,0
1289,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,99,99099,2005,Neshoba (County),2108,844,7,3,2,748,0,0,0
1290,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,101,99101,2005,Newton (County),3177,1604,4,2,7,793,0,0,0
1291,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,103,99103,2005,Noxubee (County),1626,964,8,2,4,678,0,0,0
1292,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,105,99105,2005,Oktibbeha (County),874,496,3,2,12,514,0,0,0
1293,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,109,99109,2005,Pearl River (County),16052,9801,264,46,219,6737,0,0,0
1294,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,111,99111,2005,Perry (County),3288,2078,21,6,39,802,0,0,0
1295,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,113,99113,2005,Pike (County),8680,4946,28,3,32,3994,0,0,0
1296,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,121,99121,2005,Rankin (County),7784,3163,19,3,17,3187,0,0,0
1297,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,123,99123,2005,Scott (County),2460,1277,6,3,10,803,0,0,0
1298,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,127,99127,2005,Simpson (County),5208,2744,20,2,15,1449,0,0,0
1299,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,129,99129,2005,Smith (County),3067,1821,16,2,14,615,0,0,0
1300,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,131,99131,2005,Stone (County),4700,2789,121,25,124,1610,0,0,0
1301,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,147,99147,2005,Walthall (County),4397,2671,61,2,37,1239,0,0,0
1302,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,149,99149,2005,Warren (County),3175,1368,4,0,3,2098,0,0,0
1303,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,153,99153,2005,Wayne (County),4677,2718,23,2,30,1134,0,0,0
1304,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,157,99157,2005,Wilkinson (County),1496,927,4,0,1,424,0,0,0
1305,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,159,99159,2005,Winston (County),1056,504,1,1,1,354,0,0,0
1306,1604,HURRICANE KATRINA,MS,2005-08-29 00:00:00+00:00,28,163,99163,2005,Yazoo (County),1748,733,1,1,7,1654,0,0,0
1307,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,13,99013,2005,Bienville (Parish),1,0,0,0,0,,,,
1308,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,21,99021,2005,Caldwell (Parish),1,0,0,0,0,,,,
1309,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,29,99029,2005,Concordia (Parish),1,0,0,0,0,2,0,0,0
1310,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,39,99039,2005,Evangeline (Parish),,,,,,1,0,0,0
1311,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,41,99041,2005,Franklin (Parish),1,0,0,0,0,1,0,0,0
1312,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,49,99049,2005,Jackson (Parish),1,0,0,0,0,,,,
1313,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,79,99079,2005,Rapides (Parish),,,,,,1,0,0,0
1314,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,85,99085,2005,Sabine (Parish),1,0,0,0,0,,,,
1315,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,107,99107,2005,Tensas (Parish),,,,,,1,0,0,0
1316,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,119,99119,2005,Webster (Parish),,,,,,1,0,0,0
1317,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,1,99001,2005,Acadia (Parish),343,78,12,1,9,403,0,0,0
1318,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,5,99005,2005,Ascension (Parish),6758,3324,17,3,21,3255,0,0,0
1319,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,7,99007,2005,Assumption (Parish),2727,1600,20,3,5,1271,0,0,0
1320,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,19,99019,2005,Calcasieu (Parish),505,66,0,1,4,530,0,0,0
1321,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,23,99023,2005,Cameron (Parish),54,0,0,0,3,27,0,0,0
1322,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,33,99033,2005,East Baton Rouge (Parish),21290,9855,51,5,10,28090,0,0,0
1323,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,37,99037,2005,East Feliciana (Parish),2283,1241,3,2,2,794,0,0,0
1324,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,45,99045,2005,Iberia (Parish),568,235,39,13,20,535,0,0,0
1325,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,47,99047,2005,Iberville (Parish),3018,1682,11,4,10,1878,0,0,0
1326,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,51,99051,2005,Jefferson (Parish),132117,50153,7585,1004,2587,139014,0,0,0
1327,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,53,99053,2005,Jefferson Davis (Parish),61,16,0,0,0,80,0,0,0
1328,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,55,99055,2005,Lafayette (Parish),444,197,4,1,4,446,0,0,0
1329,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,57,99057,2005,Lafourche (Parish),13702,7622,73,29,78,5512,0,0,0
1330,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,63,99063,2005,Livingston (Parish),13272,7164,47,9,46,4277,0,0,0
1331,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,71,99071,2005,Orleans (Parish),110978,17541,4450,1100,11077,247936,0,0,0
1332,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,75,99075,2005,Plaquemines (Parish),9645,1813,356,123,3584,7246,0,0,0
1333,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,77,99077,2005,Pointe Coupee (Parish),1143,582,4,0,3,1013,0,0,0
1334,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,87,99087,2005,St. Bernard (Parish),22445,1201,2367,559,6774,19057,0,0,0
1335,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,89,99089,2005,St. Charles (Parish),15528,7329,85,11,54,7277,0,0,0
1336,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,91,99091,2005,St. Helena (Parish),1889,1131,8,3,13,798,0,0,0
1337,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,93,99093,2005,St. James (Parish),4458,2351,33,2,14,2005,0,0,0
1338,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,95,99095,2005,St. John the Baptist (Parish),12782,5859,96,4,48,6198,0,0,0
1339,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,99,99099,2005,St. Martin (Parish),360,115,4,2,1,154,0,0,0
1340,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,101,99101,2005,St. Mary (Parish),2066,1147,18,2,11,1781,0,0,0
1341,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,103,99103,2005,St. Tammany (Parish),74202,34258,5703,2339,2183,33530,0,0,0
1342,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,105,99105,2005,Tangipahoa (Parish),27466,15400,172,22,136,16225,0,0,0
1343,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,109,99109,2005,Terrebonne (Parish),14017,7138,239,48,63,6996,0,0,0
1344,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,113,99113,2005,Vermilion (Parish),91,21,4,2,2,78,0,0,0
1345,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,117,99117,2005,Washington (Parish),14635,9042,270,41,147,7691,0,0,0
1346,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,121,99121,2005,West Baton Rouge (Parish),1217,645,1,0,3,983,0,0,0
1347,1603,HURRICANE KATRINA,LA,2005-08-29 00:00:00+00:00,22,125,99125,2005,West Feliciana (Parish),481,252,1,0,0,218,0,0,0
1348,1595,HURRICANE DENNIS,FL,2005-07-07 00:00:00+00:00,12,5,99005,2005,Bay (County),641,331,29,3,0,136,0,0,0
1349,1595,HURRICANE DENNIS,FL,2005-07-07 00:00:00+00:00,12,29,99029,2005,Dixie (County),60,32,4,2,0,14,0,0,0
1350,1595,HURRICANE DENNIS,FL,2005-07-07 00:00:00+00:00,12,33,99033,2005,Escambia (County),10158,5456,19,6,22,4363,0,0,0
1351,1595,HURRICANE DENNIS,FL,2005-07-07 00:00:00+00:00,12,37,99037,2005,Franklin (County),602,281,18,4,8,236,0,0,0
1352,1595,HURRICANE DENNIS,FL,2005-07-07 00:00:00+00:00,12,45,99045,2005,Gulf (County),186,116,0,0,0,52,0,0,0
1353,1595,HURRICANE DENNIS,FL,2005-07-07 00:00:00+00:00,12,91,99091,2005,Okaloosa (County),2977,1522,4,4,2,880,0,0,0
1354,1595,HURRICANE DENNIS,FL,2005-07-07 00:00:00+00:00,12,113,99113,2005,Santa Rosa (County),12644,8269,59,15,46,3169,0,0,0
1355,1595,HURRICANE DENNIS,FL,2005-07-07 00:00:00+00:00,12,123,99123,2005,Taylor (County),97,51,4,1,0,24,0,0,0
1356,1595,HURRICANE DENNIS,FL,2005-07-07 00:00:00+00:00,12,129,99129,2005,Wakulla (County),570,250,67,10,5,171,0,0,0
1357,1595,HURRICANE DENNIS,FL,2005-07-07 00:00:00+00:00,12,131,99131,2005,Walton (County),397,149,1,0,1,86,0,0,0
1358,1593,HURRICANE DENNIS,AL,2005-07-10 00:00:00+00:00,1,129,99129,2005,Washington (County),1,0,0,0,0,,,,
1359,1593,HURRICANE DENNIS,AL,2005-07-10 00:00:00+00:00,1,3,99003,2005,Baldwin (County),1367,632,1,0,2,383,0,0,0
1360,1593,HURRICANE DENNIS,AL,2005-07-10 00:00:00+00:00,1,53,99053,2005,Escambia (County),1723,1178,10,2,22,637,0,0,0
1361,1593,HURRICANE DENNIS,AL,2005-07-10 00:00:00+00:00,1,97,99097,2005,Mobile (County),3292,1395,1,0,1,4324,0,0,0
1362,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,15,99015,2004,Berkeley (County),751,574,6,0,1,170,0,0,0
1363,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,17,99017,2004,Calhoun (County),19,14,0,0,0,11,0,0,0
1364,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,19,99019,2004,Charleston (County),535,380,3,0,0,200,0,0,0
1365,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,21,99021,2004,Cherokee (County),15,12,0,0,0,,,,
1366,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,23,99023,2004,Chester (County),23,11,0,0,0,2,0,0,0
1367,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,25,99025,2004,Chesterfield (County),46,31,1,0,2,6,0,0,0
1368,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,27,99027,2004,Clarendon (County),266,192,2,0,2,118,0,0,0
1369,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,31,99031,2004,Darlington (County),577,402,0,0,3,184,0,0,0
1370,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,33,99033,2004,Dillon (County),481,372,2,0,0,188,0,0,0
1371,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,39,99039,2004,Fairfield (County),19,9,1,0,5,4,0,0,0
1372,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,41,99041,2004,Florence (County),619,367,4,0,0,278,0,0,0
1373,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,43,99043,2004,Georgetown (County),392,192,0,0,1,92,0,0,0
1374,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,45,99045,2004,Greenville (County),48,30,2,0,0,9,0,0,0
1375,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,51,99051,2004,Horry (County),1161,894,3,0,0,463,0,0,0
1376,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,55,99055,2004,Kershaw (County),96,73,3,0,2,28,0,0,0
1377,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,57,99057,2004,Lancaster (County),8,3,0,0,0,2,0,0,0
1378,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,61,99061,2004,Lee (County),298,195,1,1,1,111,0,0,0
1379,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,63,99063,2004,Lexington (County),1,0,1,0,0,1,0,0,0
1380,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,67,99067,2004,Marion (County),152,116,0,0,0,40,0,0,0
1381,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,69,99069,2004,Marlboro (County),72,55,1,0,1,21,0,0,0
1382,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,71,99071,2004,Newberry (County),4,3,0,0,0,,,,
1383,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,73,99073,2004,Oconee (County),31,21,0,1,0,2,0,0,0
1384,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,77,99077,2004,Pickens (County),28,19,1,1,0,3,0,0,0
1385,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,79,99079,2004,Richland (County),12,8,0,0,1,6,0,0,0
1386,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,83,99083,2004,Spartanburg (County),21,15,0,0,0,1,0,0,0
1387,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,85,99085,2004,Sumter (County),290,210,0,0,0,103,0,0,0
1388,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,89,99089,2004,Williamsburg (County),1536,1132,3,0,0,496,0,0,0
1389,1566,TROPICAL STORM FRANCES,SC,2004-09-06 00:00:00+00:00,45,91,99091,2004,York (County),8,6,0,0,0,,,,
1390,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,1,99001,2004,Alachua (County),2381,1499,14,4,9,479,0,0,0
1391,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,3,99003,2004,Baker (County),288,212,3,1,0,31,0,0,0
1392,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,7,99007,2004,Bradford (County),978,690,16,2,4,339,0,0,0
1393,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,9,99009,2004,Brevard (County),29365,17430,317,59,239,8940,0,0,0
1394,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,15,99015,2004,Charlotte (County),564,263,11,5,9,295,0,0,0
1395,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,17,99017,2004,Citrus (County),1933,1212,18,7,17,312,0,0,0
1396,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,19,99019,2004,Clay (County),1322,869,10,4,5,113,0,0,0
1397,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,23,99023,2004,Columbia (County),1383,974,19,4,8,260,0,0,0
1398,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,27,99027,2004,DeSoto (County),612,407,59,15,30,412,0,0,0
1399,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,29,99029,2004,Dixie (County),593,399,19,8,7,86,0,0,0
1400,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,31,99031,2004,Duval (County),3126,1843,24,4,3,707,0,0,0
1401,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,35,99035,2004,Flagler (County),775,421,0,1,5,167,0,0,0
1402,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,41,99041,2004,Gilchrist (County),372,256,14,4,6,55,0,0,0
1403,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,43,99043,2004,Glades (County),414,294,10,1,6,90,0,0,0
1404,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,47,99047,2004,Hamilton (County),260,185,6,1,1,39,0,0,0
1405,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,49,99049,2004,Hardee (County),843,514,57,20,33,506,0,0,0
1406,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,51,99051,2004,Hendry (County),1052,764,23,3,4,417,0,0,0
1407,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,53,99053,2004,Hernando (County),1682,1047,15,4,4,306,0,0,0
1408,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,55,99055,2004,Highlands (County),6708,4238,94,15,55,1513,0,0,0
1409,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,57,99057,2004,Hillsborough (County),8550,5447,101,16,60,2172,0,0,0
1410,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,61,99061,2004,Indian River (County),16965,9742,417,71,234,5354,0,0,0
1411,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,65,99065,2004,Jefferson (County),125,102,2,0,0,27,0,0,0
1412,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,67,99067,2004,Lafayette (County),78,54,0,2,1,9,0,0,0
1413,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,69,99069,2004,Lake (County),5461,3455,52,7,28,932,0,0,0
1414,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,75,99075,2004,Levy (County),767,493,5,4,3,121,0,0,0
1415,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,79,99079,2004,Madison (County),532,413,12,3,2,157,0,0,0
1416,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,81,99081,2004,Manatee (County),1326,800,11,0,0,1458,0,0,0
1417,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,83,99083,2004,Marion (County),6858,4330,97,16,54,1762,0,0,0
1418,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,85,99085,2004,Martin (County),11447,6811,242,32,100,3575,0,0,0
1419,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,89,99089,2004,Nassau (County),240,165,0,0,0,24,0,0,0
1420,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,93,99093,2004,Okeechobee (County),4379,2911,152,45,121,1395,0,0,0
1421,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,95,99095,2004,Orange (County),16731,9958,91,18,20,8319,0,0,0
1422,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,97,99097,2004,Osceola (County),5601,3608,68,24,38,2654,0,0,0
1423,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,99,99099,2004,Palm Beach (County),39267,23464,359,72,149,17707,0,0,0
1424,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,101,99101,2004,Pasco (County),4397,2734,63,14,21,774,0,0,0
1425,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,103,99103,2004,Pinellas (County),4018,2284,13,0,8,2153,0,0,0
1426,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,105,99105,2004,Polk (County),25581,17081,418,76,161,9780,0,0,0
1427,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,107,99107,2004,Putnam (County),2969,1969,23,4,10,948,0,0,0
1428,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,109,99109,2004,St. Johns (County),1209,745,10,2,4,198,0,0,0
1429,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,111,99111,2004,St. Lucie (County),22460,13080,585,111,250,9265,0,0,0
1430,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,115,99115,2004,Sarasota (County),541,295,8,1,2,645,0,0,0
1431,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,117,99117,2004,Seminole (County),5477,3177,26,5,11,1711,0,0,0
1432,1561,HURRICANE JEANNE,FL,2004-09-24 00:00:00+00:00,12,119,99119,2004,Sumter (County),1686,1156,44,6,17,372,0,0,0
